,label,tweet,tokenize_text,stop removal text,stemmed_text
868,Negatif,terus gue ingat dong tadi mampir watsons namanya cewek ya gatal lihat mekap terus mencoba tester tapi yang dicoba bedak lipstik blush on ya jadilah gue menor kayak badut tapi pas tadi di watsonsnya kayak biasa saja pas sudah kena cahaya rumah malah jadi menor banget kayak mau mangkal,"['terus', 'gue', 'ingat', 'dong', 'tadi', 'mampir', 'watsons', 'namanya', 'cewek', 'ya', 'gatal', 'lihat', 'mekap', 'terus', 'mencoba', 'tester', 'tapi', 'yang', 'dicoba', 'bedak', 'lipstik', 'blush', 'on', 'ya', 'jadilah', 'gue', 'menor', 'kayak', 'badut', 'tapi', 'pas', 'tadi', 'di', 'watsonsnya', 'kayak', 'biasa', 'saja', 'pas', 'sudah', 'kena', 'cahaya', 'rumah', 'malah', 'jadi', 'menor', 'banget', 'kayak', 'mau', 'mangkal']","['terus', 'gue', 'ingat', 'dong', 'tadi', 'mampir', 'watsons', 'namanya', 'cewek', 'gatal', 'lihat', 'mekap', 'terus', 'mencoba', 'tester', 'yang', 'dicoba', 'bedak', 'lipstik', 'blush', 'on', 'jadilah', 'gue', 'menor', 'kayak', 'badut', 'pas', 'tadi', 'watsonsnya', 'kayak', 'biasa', 'pas', 'kena', 'cahaya', 'rumah', 'malah', 'jadi', 'menor', 'banget', 'kayak', 'mau', 'mangkal']",terus gue ingat dong tadi mampir watsons nama cewek gatal lihat mekap terus coba tester yang coba bedak lipstik blush on jadi gue menor kayak badut pas tadi watsonsnya kayak biasa pas kena cahaya rumah malah jadi menor banget kayak mau mangkal
869,Positif,dulu nisanya masih cimitcimit tidak mengerti arti efort tapi sekarang kalian semua membuatkuh bangsa apalagi yang barubaru pada lulus sekarang ingin banget disembur satusatu pakai jampejampe buat selalu terjaga semangat berjuang ditengah badai kehidupan nantinya,"['dulu', 'nisanya', 'masih', 'cimitcimit', 'tidak', 'mengerti', 'arti', 'efort', 'tapi', 'sekarang', 'kalian', 'semua', 'membuatkuh', 'bangsa', 'apalagi', 'yang', 'barubaru', 'pada', 'lulus', 'sekarang', 'ingin', 'banget', 'disembur', 'satusatu', 'pakai', 'jampejampe', 'buat', 'selalu', 'terjaga', 'semangat', 'berjuang', 'ditengah', 'badai', 'kehidupan', 'nantinya']","['dulu', 'nisanya', 'cimitcimit', 'mengerti', 'arti', 'efort', 'sekarang', 'kalian', 'semua', 'membuatkuh', 'bangsa', 'yang', 'barubaru', 'lulus', 'sekarang', 'banget', 'disembur', 'satusatu', 'pakai', 'jampejampe', 'buat', 'selalu', 'terjaga', 'semangat', 'berjuang', 'ditengah', 'badai', 'kehidupan', 'nantinya']",dulu nisanya cimitcimit erti arti efort sekarang kalian semua membuatkuh bangsa yang barubaru lulus sekarang banget sembur satusatu pakai jampejampe buat selalu jaga semangat juang tengah badai hidup nanti
870,Negatif,dia sendiri pekerjan office boy di sekolah yang dipunyai yayasan kecilan man dia ini kalau dilihat golongan yang wajib dapat zakat saja masih tipis masuk apa tidak begitu,"['dia', 'sendiri', 'pekerjan', 'office', 'boy', 'di', 'sekolah', 'yang', 'dipunyai', 'yayasan', 'kecilan', 'man', 'dia', 'ini', 'kalau', 'dilihat', 'golongan', 'yang', 'wajib', 'dapat', 'zakat', 'saja', 'masih', 'tipis', 'masuk', 'apa', 'tidak', 'begitu']","['sendiri', 'pekerjan', 'office', 'boy', 'sekolah', 'dipunyai', 'yayasan', 'kecilan', 'man', 'ini', 'kalau', 'dilihat', 'golongan', 'wajib', 'zakat', 'masih', 'tipis', 'masuk', 'apa', 'begitu']",sendiri pekerjan office boy sekolah punya yayasan kecil man ini kalau lihat golong wajib zakat masih tipis masuk apa begitu
871,Negatif,sebenarnya badan ini kurang sehat dibawa makan susah keringet dingin dari pagi tapi dibawa sehat untuk dbawel apalagi ada acha karena janji sudah lama sudah ke toilet x ditahan kalau tidak ditahan bakal lebih hem,"['sebenarnya', 'badan', 'ini', 'kurang', 'sehat', 'dibawa', 'makan', 'susah', 'keringet', 'dingin', 'dari', 'pagi', 'tapi', 'dibawa', 'sehat', 'untuk', 'dbawel', 'apalagi', 'ada', 'acha', 'karena', 'janji', 'sudah', 'lama', 'sudah', 'ke', 'toilet', 'x', 'ditahan', 'kalau', 'tidak', 'ditahan', 'bakal', 'lebih', 'hem']","['sebenarnya', 'badan', 'kurang', 'sehat', 'dibawa', 'makan', 'susah', 'keringet', 'dingin', 'pagi', 'dibawa', 'sehat', 'dbawel', 'ada', 'acha', 'janji', 'lama', 'ke', 'toilet', 'x', 'ditahan', 'kalau', 'ditahan', 'bakal', 'lebih', 'hem']",benar badan kurang sehat bawa makan susah keringet dingin pagi bawa sehat dbawel ada acha janji lama ke toilet x tahan kalau tahan bakal lebih hem
872,Negatif,cuma ada saja manusia yang tidak mengerti posisi sih panitia tersebut dengan senaknya meminta ganti tempat hanya gara gara maksimal nongkrong adalah jam jam masih kurang ebuset wkakaka,"['cuma', 'ada', 'saja', 'manusia', 'yang', 'tidak', 'mengerti', 'posisi', 'sih', 'panitia', 'tersebut', 'dengan', 'senaknya', 'meminta', 'ganti', 'tempat', 'hanya', 'gara', 'gara', 'maksimal', 'nongkrong', 'adalah', 'jam', 'jam', 'masih', 'kurang', 'ebuset', 'wkakaka']","['cuma', 'saja', 'manusia', 'tidak', 'mengerti', 'posisi', 'sih', 'panitia', 'tersebut', 'senaknya', 'meminta', 'ganti', 'tempat', 'gara', 'gara', 'maksimal', 'nongkrong', 'jam', 'jam', 'kurang', 'ebuset', 'wkakaka']",cuma saja manusia tidak erti posisi sih panitia sebut senak minta ganti tempat gara gara maksimal nongkrong jam jam kurang ebuset wkakaka
873,Negatif,pas aktip di instagram merasa twitter ini tempat melarikan diri pas lebih sering mencuit merasa instagram itu mal aku dangkal butuh hingar mau di pasar,"['pas', 'aktip', 'di', 'instagram', 'merasa', 'twitter', 'ini', 'tempat', 'melarikan', 'diri', 'pas', 'lebih', 'sering', 'mencuit', 'merasa', 'instagram', 'itu', 'mal', 'aku', 'dangkal', 'butuh', 'hingar', 'mau', 'di', 'pasar']","['pas', 'aktip', 'instagram', 'merasa', 'twitter', 'tempat', 'melarikan', 'diri', 'pas', 'lebih', 'sering', 'mencuit', 'merasa', 'instagram', 'mal', 'aku', 'dangkal', 'butuh', 'hingar', 'mau', 'pasar']",pas aktip instagram rasa twitter tempat lari diri pas lebih sering cuit rasa instagram mal aku dangkal butuh hingar mau pasar
874,Negatif,dasar warganet ymc kayak begitu disalahkan swing begini disalahkan juga jadi yang benar siapa yang benar itu aku istri sah nya wojin,"['dasar', 'warganet', 'ymc', 'kayak', 'begitu', 'disalahkan', 'swing', 'begini', 'disalahkan', 'juga', 'jadi', 'yang', 'benar', 'siapa', 'yang', 'benar', 'itu', 'aku', 'istri', 'sah', 'nya', 'wojin']","['dasar', 'warganet', 'ymc', 'kayak', 'disalahkan', 'swing', 'begini', 'disalahkan', 'jadi', 'benar', 'siapa', 'benar', 'aku', 'istri', 'sah', 'nya', 'wojin']",dasar warganet ymc kayak salah swing begini salah jadi benar siapa benar aku istri sah nya wojin
875,Negatif,akhirakhir ini banyak orang pergi tanpa mengucap salam pergi ditingalkan dan meningalkan itu hal wajar karena hidup ini bukan seperti simpul yang sekali terikat maka akan terikat selamanya keabadian tidak ada di dunia yang sekarang mungkin di dunia selanjutnya,"['akhirakhir', 'ini', 'banyak', 'orang', 'pergi', 'tanpa', 'mengucap', 'salam', 'pergi', 'ditingalkan', 'dan', 'meningalkan', 'itu', 'hal', 'wajar', 'karena', 'hidup', 'ini', 'bukan', 'seperti', 'simpul', 'yang', 'sekali', 'terikat', 'maka', 'akan', 'terikat', 'selamanya', 'keabadian', 'tidak', 'ada', 'di', 'dunia', 'yang', 'sekarang', 'mungkin', 'di', 'dunia', 'selanjutnya']","['akhirakhir', 'banyak', 'orang', 'pergi', 'mengucap', 'salam', 'pergi', 'ditingalkan', 'meningalkan', 'hal', 'wajar', 'hidup', 'bukan', 'simpul', 'sekali', 'terikat', 'akan', 'terikat', 'selamanya', 'keabadian', 'ada', 'dunia', 'sekarang', 'mungkin', 'dunia', 'selanjutnya']",akhirakhir banyak orang pergi ucap salam pergi ditingalkan meningalkan hal wajar hidup bukan simpul sekali ikat akan ikat lama abadi ada dunia sekarang mungkin dunia lanjut
876,Positif,nama pengguna suka skinship cuma sama pacar peluk cium nangkring di paha duduk di pangkuan ya begitu deh wkwk kalau sama teman cewek agak cangung nyahah,"['nama', 'pengguna', 'suka', 'skinship', 'cuma', 'sama', 'pacar', 'peluk', 'cium', 'nangkring', 'di', 'paha', 'duduk', 'di', 'pangkuan', 'ya', 'begitu', 'deh', 'wkwk', 'kalau', 'sama', 'teman', 'cewek', 'agak', 'cangung', 'nyahah']","['nama', 'pengguna', 'suka', 'skinship', 'cuma', 'sama', 'pacar', 'peluk', 'cium', 'nangkring', 'paha', 'duduk', 'pangkuan', 'begitu', 'deh', 'wkwk', 'kalau', 'sama', 'teman', 'cewek', 'cangung', 'nyahah']",nama guna suka skinship cuma sama pacar peluk cium nangkring paha duduk pangku begitu deh wkwk kalau sama teman cewek cangung nyahah
877,Positif,berita baik hari ini alhamdulillah kim kau buka instagram lagi karena dulu belum sempat jadi soel pas dia punya akun amteun welcome back mr atau kaioninstagram nama pengguna also godnite wangjanim nama pengguna,"['berita', 'baik', 'hari', 'ini', 'alhamdulillah', 'kim', 'kau', 'buka', 'instagram', 'lagi', 'karena', 'dulu', 'belum', 'sempat', 'jadi', 'soel', 'pas', 'dia', 'punya', 'akun', 'amteun', 'welcome', 'back', 'mr', 'atau', 'kaioninstagram', 'nama', 'pengguna', 'also', 'godnite', 'wangjanim', 'nama', 'pengguna']","['berita', 'baik', 'hari', 'alhamdulillah', 'kim', 'kau', 'buka', 'instagram', 'karena', 'dulu', 'sempat', 'jadi', 'soel', 'pas', 'punya', 'akun', 'amteun', 'welcome', 'back', 'mr', 'kaioninstagram', 'nama', 'pengguna', 'also', 'godnite', 'wangjanim', 'nama', 'pengguna']",berita baik hari alhamdulillah kim kau buka instagram karena dulu sempat jadi soel pas punya akun amteun welcome back mr kaioninstagram nama guna also godnite wangjanim nama guna
878,Negatif,soalnya dulu lupa tahun berapa aku pernah coba main tanya fm tidak ada sebulan aku menyerah dan memutuskan untuk tidak terima kasih aku tidak bakal balik ke media sosial ini lagi terima kasih,"['soalnya', 'dulu', 'lupa', 'tahun', 'berapa', 'aku', 'pernah', 'coba', 'main', 'tanya', 'fm', 'tidak', 'ada', 'sebulan', 'aku', 'menyerah', 'dan', 'memutuskan', 'untuk', 'tidak', 'terima', 'kasih', 'aku', 'tidak', 'bakal', 'balik', 'ke', 'media', 'sosial', 'ini', 'lagi', 'terima', 'kasih']","['soalnya', 'dulu', 'lupa', 'tahun', 'berapa', 'aku', 'pernah', 'coba', 'main', 'tanya', 'fm', 'ada', 'sebulan', 'aku', 'menyerah', 'memutuskan', 'terima', 'kasih', 'aku', 'tidak', 'bakal', 'balik', 'media', 'sosial', 'lagi', 'terima', 'kasih']",soal dulu lupa tahun berapa aku pernah coba main tanya fm ada bulan aku serah putus terima kasih aku tidak bakal balik media sosial lagi terima kasih
879,Negatif,oh begini rasanya dipepet dan dikejar orang tengah malam begini lumayan bikin senam jantung kejarkejaran ngebut banget mendadak aku pelan pas di bangjo dia nunguin dong sambil melihat ke belakang mulu akunya nungu lampu hijau dia lurus aku mendadak sein kanan aman,"['oh', 'begini', 'rasanya', 'dipepet', 'dan', 'dikejar', 'orang', 'tengah', 'malam', 'begini', 'lumayan', 'bikin', 'senam', 'jantung', 'kejarkejaran', 'ngebut', 'banget', 'mendadak', 'aku', 'pelan', 'pas', 'di', 'bangjo', 'dia', 'nunguin', 'dong', 'sambil', 'melihat', 'ke', 'belakang', 'mulu', 'akunya', 'nungu', 'lampu', 'hijau', 'dia', 'lurus', 'aku', 'mendadak', 'sein', 'kanan', 'aman']","['begini', 'rasanya', 'dipepet', 'dikejar', 'orang', 'tengah', 'malam', 'begini', 'lumayan', 'bikin', 'senam', 'jantung', 'kejarkejaran', 'ngebut', 'banget', 'mendadak', 'aku', 'pelan', 'pas', 'bangjo', 'nunguin', 'dong', 'melihat', 'belakang', 'mulu', 'akunya', 'nungu', 'lampu', 'hijau', 'lurus', 'aku', 'mendadak', 'sein', 'kanan', 'aman']",begini rasa pepet kejar orang tengah malam begini lumayan bikin senam jantung kejarkejaran ngebut banget dadak aku pelan pas bangjo nunguin dong lihat belakang mulu aku nungu lampu hijau lurus aku dadak sein kanan aman
880,Negatif,sat eike bilang adalah kok pusingku tidak ilangilang ya jawaban mama singkat padat mengirisiris hati ya itu karena kamu kegendutan makanya pusing semua penyakit yang ada dalam diri ini selalu mama hubungin karena efek kelemonmontok kepunjulen termasuk kecetit gatal,"['sat', 'eike', 'bilang', 'adalah', 'kok', 'pusingku', 'tidak', 'ilangilang', 'ya', 'jawaban', 'mama', 'singkat', 'padat', 'mengirisiris', 'hati', 'ya', 'itu', 'karena', 'kamu', 'kegendutan', 'makanya', 'pusing', 'semua', 'penyakit', 'yang', 'ada', 'dalam', 'diri', 'ini', 'selalu', 'mama', 'hubungin', 'karena', 'efek', 'kelemonmontok', 'kepunjulen', 'termasuk', 'kecetit', 'gatal']","['sat', 'eike', 'bilang', 'kok', 'pusingku', 'ilangilang', 'jawaban', 'mama', 'singkat', 'padat', 'mengirisiris', 'hati', 'itu', 'kamu', 'kegendutan', 'makanya', 'pusing', 'semua', 'penyakit', 'ada', 'diri', 'selalu', 'mama', 'hubungin', 'efek', 'kelemonmontok', 'kepunjulen', 'termasuk', 'kecetit', 'gatal']",sat eike bilang kok pusing ilangilang jawab mama singkat padat mengirisiris hati itu kamu gendut makanya pusing semua sakit ada diri selalu mama hubungin efek kelemonmontok kepunjulen masuk kecetit gatal
881,Negatif,terkadang peduli dan memberi motivasi yang berlebihan itu bikin sakit hati sekira nya tidak nerimain adalah oke terserah kalau sudah kecewa akan bodoh amat serius atur sendiri,"['terkadang', 'peduli', 'dan', 'memberi', 'motivasi', 'yang', 'berlebihan', 'itu', 'bikin', 'sakit', 'hati', 'sekira', 'nya', 'tidak', 'nerimain', 'adalah', 'oke', 'terserah', 'kalau', 'sudah', 'kecewa', 'akan', 'bodoh', 'amat', 'serius', 'atur', 'sendiri']","['terkadang', 'peduli', 'memberi', 'motivasi', 'berlebihan', 'bikin', 'sakit', 'hati', 'sekira', 'nya', 'nerimain', 'oke', 'terserah', 'kalau', 'kecewa', 'bodoh', 'serius', 'atur', 'sendiri']",terkadang peduli beri motivasi lebih bikin sakit hati sekira nya nerimain oke serah kalau kecewa bodoh serius atur sendiri
882,Negatif,nama pengguna nama pengguna bikin negara merugi terus bikin pendukung pontangpanting bikin pembantu kehabisan akal bikin investor pikir berkali bikin tukang make up jadi blunder orang selemah itu masih dipertahanin kenapa oh kenapa,"['nama', 'pengguna', 'nama', 'pengguna', 'bikin', 'negara', 'merugi', 'terus', 'bikin', 'pendukung', 'pontangpanting', 'bikin', 'pembantu', 'kehabisan', 'akal', 'bikin', 'investor', 'pikir', 'berkali', 'bikin', 'tukang', 'make', 'up', 'jadi', 'blunder', 'orang', 'selemah', 'itu', 'masih', 'dipertahanin', 'kenapa', 'oh', 'kenapa']","['nama', 'pengguna', 'nama', 'pengguna', 'bikin', 'negara', 'merugi', 'terus', 'bikin', 'pendukung', 'pontangpanting', 'bikin', 'pembantu', 'kehabisan', 'akal', 'bikin', 'investor', 'pikir', 'berkali', 'bikin', 'tukang', 'make', 'up', 'jadi', 'blunder', 'orang', 'selemah', 'masih', 'dipertahanin', 'oh']",nama guna nama guna bikin negara rugi terus bikin dukung pontangpanting bikin bantu habis akal bikin investor pikir kali bikin tukang make up jadi blunder orang lemah masih dipertahanin oh
883,Negatif,kangen mama buat teman yang masih ditemeni mamanya ataupun kedua orang tua kalian sangat beruntung sayangi mereka selagi masih ada kesempatan uniform resource locator,"['kangen', 'mama', 'buat', 'teman', 'yang', 'masih', 'ditemeni', 'mamanya', 'ataupun', 'kedua', 'orang', 'tua', 'kalian', 'sangat', 'beruntung', 'sayangi', 'mereka', 'selagi', 'masih', 'ada', 'kesempatan', 'uniform', 'resource', 'locator']","['kangen', 'mama', 'buat', 'teman', 'ditemeni', 'mamanya', 'ataupun', 'kedua', 'orang', 'tua', 'kalian', 'sangat', 'beruntung', 'sayangi', 'selagi', 'masih', 'ada', 'kesempatan', 'uniform', 'resource', 'locator']",kangen mama buat teman ditemeni mama atau dua orang tua kalian sangat untung sayang selagi masih ada sempat uniform resource locator
884,Negatif,merasa gagal jadi seorang kakak tidak mengerti bagaimana rasanya jadi orang tua masih bisa senyum masih bisa bercanda dan tertawa padahal hati nya perih,"['merasa', 'gagal', 'jadi', 'seorang', 'kakak', 'tidak', 'mengerti', 'bagaimana', 'rasanya', 'jadi', 'orang', 'tua', 'masih', 'bisa', 'senyum', 'masih', 'bisa', 'bercanda', 'dan', 'tertawa', 'padahal', 'hati', 'nya', 'perih']","['merasa', 'gagal', 'jadi', 'seorang', 'kakak', 'mengerti', 'bagaimana', 'rasanya', 'jadi', 'orang', 'tua', 'bisa', 'senyum', 'bisa', 'bercanda', 'tertawa', 'padahal', 'hati', 'nya', 'perih']",rasa gagal jadi orang kakak erti bagaimana rasa jadi orang tua bisa senyum bisa canda tertawa padahal hati nya perih
885,Negatif,keram betis akibat mandi jam umur kamu sudah tua mel dikira masih gagah saja begitu habisnya kemanamana masih sama emak sih berasa masih sekolah saja begitu,"['keram', 'betis', 'akibat', 'mandi', 'jam', 'umur', 'kamu', 'sudah', 'tua', 'mel', 'dikira', 'masih', 'gagah', 'saja', 'begitu', 'habisnya', 'kemanamana', 'masih', 'sama', 'emak', 'sih', 'berasa', 'masih', 'sekolah', 'saja', 'begitu']","['keram', 'betis', 'akibat', 'mandi', 'jam', 'umur', 'kamu', 'tua', 'mel', 'dikira', 'gagah', 'begitu', 'habisnya', 'kemanamana', 'sama', 'emak', 'sih', 'berasa', 'sekolah', 'begitu']",keram betis akibat mandi jam umur kamu tua mel kira gagah begitu habis kemanamana sama emak sih asa sekolah begitu
886,Negatif,nama pengguna saya rasa pantas anda dicemoh oleh orang banyak karena kalau anda mau dihargai maka hargai pembalap lain terutama yang sudah jauh lebih senior dari anda,"['nama', 'pengguna', 'saya', 'rasa', 'pantas', 'anda', 'dicemoh', 'oleh', 'orang', 'banyak', 'karena', 'kalau', 'anda', 'mau', 'dihargai', 'maka', 'hargai', 'pembalap', 'lain', 'terutama', 'yang', 'sudah', 'jauh', 'lebih', 'senior', 'dari', 'anda']","['nama', 'pengguna', 'rasa', 'pantas', 'dicemoh', 'orang', 'banyak', 'kalau', 'mau', 'dihargai', 'hargai', 'pembalap', 'terutama', 'sudah', 'jauh', 'lebih', 'senior', 'anda']",nama guna rasa pantas dicemoh orang banyak kalau mau harga harga balap utama sudah jauh lebih senior anda
887,Negatif,dan konten tanya fm cuma seruan saja sama teman tidak ada yang berbau seks sama sekali jawabin pertanyan juga yang normal saja tapi kok banyak yang mention kayak begitu ya sedih aku itu,"['dan', 'konten', 'tanya', 'fm', 'cuma', 'seruan', 'saja', 'sama', 'teman', 'tidak', 'ada', 'yang', 'berbau', 'seks', 'sama', 'sekali', 'jawabin', 'pertanyan', 'juga', 'yang', 'normal', 'saja', 'tapi', 'kok', 'banyak', 'yang', 'mention', 'kayak', 'begitu', 'ya', 'sedih', 'aku', 'itu']","['konten', 'tanya', 'fm', 'cuma', 'seruan', 'sama', 'teman', 'ada', 'berbau', 'seks', 'sama', 'sekali', 'jawabin', 'pertanyan', 'normal', 'tapi', 'kok', 'banyak', 'yang', 'mention', 'kayak', 'ya', 'sedih', 'aku']",konten tanya fm cuma seru sama teman ada bau seks sama sekali jawabin pertanyan normal tapi kok banyak yang mention kayak ya sedih aku
888,Positif,seluruh hidup saya saya dedikasikan dan saya peruntukan sebagai contoh untuk dia bahkan saya rela mengubur mimpi saya dalam dalam demi bisa memperjuangkan cita cita nya sesayang itu saya tidak mau dia merasakan sulitnya hidup seperti apa yang saya sudah lalui,"['seluruh', 'hidup', 'saya', 'saya', 'dedikasikan', 'dan', 'saya', 'peruntukan', 'sebagai', 'contoh', 'untuk', 'dia', 'bahkan', 'saya', 'rela', 'mengubur', 'mimpi', 'saya', 'dalam', 'dalam', 'demi', 'bisa', 'memperjuangkan', 'cita', 'cita', 'nya', 'sesayang', 'itu', 'saya', 'tidak', 'mau', 'dia', 'merasakan', 'sulitnya', 'hidup', 'seperti', 'apa', 'yang', 'saya', 'sudah', 'lalui']","['seluruh', 'hidup', 'dedikasikan', 'peruntukan', 'contoh', 'bahkan', 'saya', 'rela', 'mengubur', 'mimpi', 'saya', 'dalam', 'demi', 'memperjuangkan', 'cita', 'cita', 'nya', 'sesayang', 'saya', 'mau', 'dia', 'merasakan', 'sulitnya', 'hidup', 'apa', 'saya', 'lalui']",seluruh hidup dedikasi untuk contoh bahkan saya rela kubur mimpi saya dalam demi juang cita cita nya sayang saya mau dia rasa sulit hidup apa saya lalu
889,Negatif,namun pada hari ketiga ternyata kami kalah dua buah soal berebut yang seharusnya bisa kami jawab berhasil direbut tim lawan kami telat memencet bel kami kehilangan fokus dua puluh poin melayang ke tim lawan hal itu cukup menghukum kami untuk gagal melaju ke babak final,"['namun', 'pada', 'hari', 'ketiga', 'ternyata', 'kami', 'kalah', 'dua', 'buah', 'soal', 'berebut', 'yang', 'seharusnya', 'bisa', 'kami', 'jawab', 'berhasil', 'direbut', 'tim', 'lawan', 'kami', 'telat', 'memencet', 'bel', 'kami', 'kehilangan', 'fokus', 'dua', 'puluh', 'poin', 'melayang', 'ke', 'tim', 'lawan', 'hal', 'itu', 'cukup', 'menghukum', 'kami', 'untuk', 'gagal', 'melaju', 'ke', 'babak', 'final']","['pada', 'hari', 'ketiga', 'ternyata', 'kalah', 'buah', 'soal', 'berebut', 'seharusnya', 'jawab', 'berhasil', 'direbut', 'tim', 'lawan', 'telat', 'memencet', 'bel', 'kehilangan', 'fokus', 'puluh', 'poin', 'melayang', 'tim', 'lawan', 'itu', 'cukup', 'menghukum', 'kami', 'untuk', 'gagal', 'melaju', 'babak', 'final']",pada hari tiga nyata kalah buah soal rebut harus jawab hasil rebut tim lawan telat pencet bel hilang fokus puluh poin layang tim lawan itu cukup hukum kami untuk gagal laju babak final
890,Positif,setelah pertandingan pak seno yang biasanya keras dan cuek memyambut kami dengan hangat kalian bertanding dengan hebat ini pertama kalinya tim provinsi kita berada di babak ini pak bangsa dengan kalian,"['setelah', 'pertandingan', 'pak', 'seno', 'yang', 'biasanya', 'keras', 'dan', 'cuek', 'memyambut', 'kami', 'dengan', 'hangat', 'kalian', 'bertanding', 'dengan', 'hebat', 'ini', 'pertama', 'kalinya', 'tim', 'provinsi', 'kita', 'berada', 'di', 'babak', 'ini', 'pak', 'bangsa', 'dengan', 'kalian']","['pertandingan', 'pak', 'seno', 'biasanya', 'keras', 'cuek', 'memyambut', 'hangat', 'kalian', 'bertanding', 'hebat', 'pertama', 'kalinya', 'tim', 'provinsi', 'berada', 'babak', 'pak', 'bangsa', 'dengan', 'kalian']",tanding pak seno biasa keras cuek memyambut hangat kalian tanding hebat pertama kali tim provinsi ada babak pak bangsa dengan kalian
891,Positif,seluruh hidup saya saya dedikasikan dan saya peruntukan sebagai contoh untuk dia bahkan saya rela mengubur mimpi saya dalam dalam demi bisa memperjuangkan cita cita nya saya tidak mau dia merasakan sulitnya hidup seperti apa yang saya sudah lalui hanya itu,"['seluruh', 'hidup', 'saya', 'saya', 'dedikasikan', 'dan', 'saya', 'peruntukan', 'sebagai', 'contoh', 'untuk', 'dia', 'bahkan', 'saya', 'rela', 'mengubur', 'mimpi', 'saya', 'dalam', 'dalam', 'demi', 'bisa', 'memperjuangkan', 'cita', 'cita', 'nya', 'saya', 'tidak', 'mau', 'dia', 'merasakan', 'sulitnya', 'hidup', 'seperti', 'apa', 'yang', 'saya', 'sudah', 'lalui', 'hanya', 'itu']","['seluruh', 'hidup', 'dedikasikan', 'peruntukan', 'contoh', 'bahkan', 'rela', 'mengubur', 'mimpi', 'saya', 'dalam', 'demi', 'memperjuangkan', 'cita', 'cita', 'nya', 'saya', 'tidak', 'mau', 'dia', 'merasakan', 'sulitnya', 'hidup', 'apa', 'saya', 'lalui', 'itu']",seluruh hidup dedikasi untuk contoh bahkan rela kubur mimpi saya dalam demi juang cita cita nya saya tidak mau dia rasa sulit hidup apa saya lalu itu
892,Negatif,menyuruh ignore tetapi dia sibuk mengurus juga haha sesama perempuan kok saling menjatuhkan semoga mbaknya sehat selalu ya,"['menyuruh', 'ignore', 'tetapi', 'dia', 'sibuk', 'mengurus', 'juga', 'haha', 'sesama', 'perempuan', 'kok', 'saling', 'menjatuhkan', 'semoga', 'mbaknya', 'sehat', 'selalu', 'ya']","['menyuruh', 'ignore', 'dia', 'sibuk', 'mengurus', 'haha', 'sesama', 'perempuan', 'kok', 'saling', 'menjatuhkan', 'semoga', 'mbaknya', 'sehat', 'selalu']",suruh ignore dia sibuk urus haha sama perempuan kok saling jatuh moga mbak sehat selalu
893,Negatif,nama pengguna nama pengguna kontol kamu terlihat jelek dan mengkerut dari jawaban twitermu pasti kamu di real life tidak pernah ada yang mau diajak ngewe ya kelihatan mas kalau dapat direct message begini kesal dan marah tidak kalau kesal brt senasib sama mbak valen,"['nama', 'pengguna', 'nama', 'pengguna', 'kontol', 'kamu', 'terlihat', 'jelek', 'dan', 'mengkerut', 'dari', 'jawaban', 'twitermu', 'pasti', 'kamu', 'di', 'real', 'life', 'tidak', 'pernah', 'ada', 'yang', 'mau', 'diajak', 'ngewe', 'ya', 'kelihatan', 'mas', 'kalau', 'dapat', 'direct', 'message', 'begini', 'kesal', 'dan', 'marah', 'tidak', 'kalau', 'kesal', 'brt', 'senasib', 'sama', 'mbak', 'valen']","['nama', 'pengguna', 'nama', 'pengguna', 'kontol', 'kamu', 'terlihat', 'jelek', 'mengkerut', 'jawaban', 'twitermu', 'kamu', 'real', 'life', 'pernah', 'yang', 'mau', 'diajak', 'ngewe', 'kelihatan', 'mas', 'kalau', 'direct', 'message', 'begini', 'kesal', 'marah', 'kalau', 'kesal', 'brt', 'senasib', 'sama', 'mbak', 'valen']",nama guna nama guna kontol kamu lihat jelek kerut jawab twitermu kamu real life pernah yang mau ajak ngewe lihat mas kalau direct message begini kesal marah kalau kesal brt nasib sama mbak valen
894,Positif,apa cuma gue doang yang tertawa menonton nama pengguna sat nama pengguna tanya sama ali mochtar ngabalin haha simpulkan sendiri wkwk bang karni paling bisa ilcbpip,"['apa', 'cuma', 'gue', 'doang', 'yang', 'tertawa', 'menonton', 'nama', 'pengguna', 'sat', 'nama', 'pengguna', 'tanya', 'sama', 'ali', 'mochtar', 'ngabalin', 'haha', 'simpulkan', 'sendiri', 'wkwk', 'bang', 'karni', 'paling', 'bisa', 'ilcbpip']","['apa', 'cuma', 'gue', 'doang', 'tertawa', 'menonton', 'nama', 'pengguna', 'sat', 'nama', 'pengguna', 'tanya', 'sama', 'ali', 'mochtar', 'ngabalin', 'haha', 'simpulkan', 'sendiri', 'wkwk', 'bang', 'karni', 'paling', 'ilcbpip']",apa cuma gue doang tertawa tonton nama guna sat nama guna tanya sama ali mochtar ngabalin haha simpul sendiri wkwk bang karni paling ilcbpip
